pathway	thr	estimate	lower	upper	estimate_none	lower_none	upper_none	estimate_delta	lower_delta	upper_delta	p_useful	estimate_trade_off_negative	lower_trade_off_negative	upper_trade_off_negative
Gynaecology	0.034	0.40634201139542175	0.18479316615730415	0.5928860950473683	-0.09726591014422346	-0.40128813918102857	0.16808937035959523	0.3857347008278998	0.1847733394854534	0.5451605859293397	0.99942	2.5436204200565076	1.8322003530513318	5.3694548960051
Gynaecology	0.035	0.4219262139342873	0.20545706085096208	0.603989565249611	-0.06591545556867419	-0.3612513352044278	0.19185824549217825	0.3934113523384522	0.2051660135996535	0.5464801213382685	0.99982	2.5051335429255865	1.8293377245405624	4.8660183630093945
Gynaecology	0.036000000000000004	0.43662504949103026	0.22433593986953057	0.6135299880409832	-0.03630669291398877	-0.32343879811541576	0.21430662756184	0.39855980449758743	0.2229010428670905	0.5468231840631733	0.99998	2.4828688263700913	1.8287375881738435	4.485231726730075
Gynaecology	0.037	0.45117594445596393	0.24787825688849688	0.6221867928269258	-0.008298403916313538	-0.28767018195013455	0.23554158357368202	0.4019288914170412	0.24181325740724752	0.5472220086237646	0.99992	2.474497032095959	1.827086453071204	4.132061196574776
Gynaecology	0.038	0.4642723530510721	0.26337610924133664	0.6301011492616998	0.01823576460780008	-0.25378412453039395	0.2556589103217431	0.4023104946262551	0.25126321819222847	0.5450179499731697	0.99994	2.47683543560771	1.8345296452878743	3.9785585551611473
Gynaecology	0.039	0.4778637112833135	0.28650885301717693	0.6405661501347029	0.043409206540933436	-0.2216358136449991	0.2747445792878523	0.40185168080559047	0.2587010022675067	0.5423192701000921	0.99998	2.4871644692562573	1.8439119790169551	3.864805877141047
Gynaecology	0.04	0.4889720493455151	0.3001261518308183	0.6483916422152889	0.06732397637741001	-0.1910949183038743	0.2928759648056559	0.39777029497191424	0.259125905270448	0.5401836346119423	0.99998	2.5196747293827686	1.8512170616625228	3.8586678628353956
Gynaecology	0.041	0.5012137190148428	0.3168445311400462	0.6555023295344119	0.09007217207552208	-0.16204382273548712	0.310122892493323	0.39396506766101985	0.25808610166314977	0.5345371538937532	1	2.546303027641539	1.8707773514973733	3.8746759183680353
Gynaecology	0.042	0.5119093554640278	0.3303749115165207	0.6633469821097586	0.11173712035943821	-0.13437611267035646	0.3265485379101486	0.3880544127203803	0.25379481142950355	0.5318381343575235	1	2.5892580490387624	1.8802713370936146	3.940190875627372
Gynaecology	0.043000000000000003	0.5224192489878635	0.3464289103988365	0.6690645370416135	0.1323943966301489	-0.10799527284081324	0.34221019981921486	0.381625732355234	0.2486697140211634	0.5246026213721101	1	2.631316635290113	1.9062047338831443	4.021398440811826
Gynaecology	0.044	0.5332522308303278	0.3616434387165276	0.6769987697311018	0.1521127057976455	-0.0828135620944311	0.35715996800514177	0.3754126035099754	0.24441554850027822	0.5193213453178462	1	2.680003325542426	1.9255900209032535	4.091392737229555
Gynaecology	0.045	0.5423080992041924	0.37413033759797903	0.6829243355808391	0.17095464566880894	-0.058751038492332805	0.3714453020494719	0.3675107641952133	0.2376080546444037	0.5120644997454976	1	2.738357521024068	1.9528789840167433	4.208611536752244
Gynaecology	0.046	0.5515768172937882	0.38674910630326476	0.6893540489600848	0.1889773707629652	-0.035734711568586444	0.3851095346136138	0.36006533160088827	0.23265334926290124	0.5064056684616636	1	2.8024108239523446	1.9747014347156453	4.298240292567494
Gynaecology	0.047	0.5601208380789647	0.3989549393190848	0.6953387156530121	0.2062331713850298	-0.01369780281180791	0.39819231047289866	0.3522414216988089	0.22760203376428204	0.49546313359059646	1	2.8675234706496315	2.018313639298776	4.393633850826833
Gynaecology	0.048	0.569038889234857	0.41049566590805686	0.7020007827630435	0.2227699803145084	0.007420901413438153	0.41072997067137995	0.34521089999645244	0.22309181055168878	0.4881826925864439	1	2.927889365659743	2.048413464357089	4.48245947516487
Gynaecology	0.049	0.5765892111843272	0.42006290421519904	0.7073346803372539	0.23863181745094697	0.027677617711122975	0.42275588963727007	0.3372856534588646	0.21657511462562387	0.4784511544963373	1	2.9954292275958414	2.090077514944753	4.617335667555938
Gynaecology	0.05	0.5844780728583053	0.4320559886486056	0.7116562424159223	0.2538591811019281	0.04712406535690064	0.4343007718445248	0.33020700187191515	0.21152745257172217	0.4708740211667728	1	3.0656154892575005	2.1237102817558724	4.727518759830363
Gynaecology	0.051000000000000004	0.5918973820299455	0.4438075986539997	0.7161795529804491	0.2684893932371844	0.06580790721264763	0.4453929135730635	0.32316181134918065	0.20712284565671252	0.45940532545300733	1	3.1310600995941877	2.17672705277755	4.828052631420554
Gynaecology	0.052000000000000005	0.5992315949976201	0.45244160539295153	0.7211410415594373	0.28255690490570007	0.08377313976625057	0.4560584344658891	0.31652958135673115	0.20294026701178403	0.4510399571338973	1	3.196816693286009	2.2170984725251133	4.927558317503537
Gynaecology	0.053	0.6064560370321156	0.4639705382598858	0.7267233103591189	0.2960935670772905	0.10106043901594387	0.46632148287219305	0.3102777341436394	0.19948590654546325	0.4445496581789172	1	3.2687531796163514	2.249467482894739	5.012885458080073
Gynaecology	0.054	0.6129228577280145	0.4727731998733432	0.7309926763302881	0.3091288713906741	0.11770746792305604	0.4762044183745599	0.30374744324394776	0.19493984757926597	0.4349900113262675	1	3.331665492201351	2.2989033633726104	5.129787534488435
Gynaecology	0.055	0.619147972490874	0.48160149904360633	0.7343212840951723	0.32169016463811645	0.13374915032445506	0.4857279744041134	0.2974319533103069	0.1905477614950333	0.42504199249491986	1	3.4037119866378154	2.3527087150466013	5.248028066714984
Gynaecology	0.056	0.6252339118891065	0.48937434795441614	0.7380555371687375	0.33380284026957857	0.14921791549723254	0.49491140343261136	0.2914167984955771	0.18665954075429989	0.416479097149383	1	3.4711453429747605	2.401080887004416	5.357347371899844
Gynaecology	0.057	0.63105229550984	0.4968869415885891	0.7423103231272123	0.34549050973853346	0.16414391697973738	0.5037726068811622	0.28555370150460735	0.18309813576624298	0.4088364590920527	1	3.545099459788741	2.4459658079968656	5.46155206063968
Gynaecology	0.058	0.6368713074232872	0.5041114395841123	0.7470180983304437	0.35677515612235183	0.17855522875594879	0.5123282515901075	0.2800913187629928	0.17917879318236873	0.40128635113935684	1	3.613156378233101	2.491986077188786	5.581017609533171
Gynaecology	0.059000000000000004	0.6423606047521382	0.5138621348724459	0.7504486127916945	0.36767727212027806	0.19247802148889892	0.5205938744445124	0.27467986222224655	0.17513054216351642	0.3932240175439647	1	3.6891311733442604	2.5430796578731405	5.710026291180319
Gynaecology	0.06	0.6480301460177207	0.5212419359788485	0.7538051140595879	0.3782159842516067	0.20593672113075048	0.5285839765371041	0.26981174300880656	0.17183834812074314	0.38764353365300264	1	3.7526971118751824	2.579689620794439	5.819422799256404
Gynaecology	0.061	0.6532843301859006	0.5289707938925277	0.7565712717803837	0.38840916483764587	0.21895415193188564	0.5363121080692825	0.2648734419804113	0.16892515028666152	0.38134333496472406	1	3.8248333283585847	2.622308844322934	5.919781621055184
Gynaecology	0.062	0.6580311505501865	0.535204198705081	0.7600263153497858	0.39827353314671615	0.23155166561040363	0.543790945035907	0.2597565669931728	0.1657604589675724	0.37252474918960543	1	3.9045000339304536	2.684385405750767	6.032801828811654
Gynaecology	0.063	0.6633011139455558	0.5416406652732418	0.7639504138981882	0.40782474690629206	0.2437492582197623	0.5510323586067657	0.2554759595286077	0.16295355867957195	0.3670474629461162	1	3.9673531366951353	2.724443296723556	6.136717784897231
Gynaecology	0.064	0.667385821022595	0.548326368722452	0.7667601602623456	0.41707748523588134	0.25556567606007863	0.5580474780035349	0.25030824714341166	0.15931399210432143	0.35921233081166454	1	4.04863663444516	2.783868799113367	6.276912572535871
Gynaecology	0.065	0.6722392383137317	0.5552846904118881	0.769775468239864	0.42604552392456	0.26701851181300035	0.5648467475727114	0.24619371438917165	0.15620173559795136	0.35424634756929607	1	4.1167819601591145	2.8228943135228883	6.401977520882146
Gynaecology	0.066	0.676842254200978	0.5611993262121979	0.7732777299359387	0.43474180386509703	0.27812429193704585	0.5714399786700946	0.24210045033588093	0.15361009887718227	0.3488739924866458	1	4.186237550106168	2.8663644226858933	6.509988650843607
Gynaecology	0.067	0.6808796221282594	0.5676108711947428	0.7751690659184953	0.44317849335964776	0.2888985562364929	0.5778363968988991	0.23770112876861155	0.14993632097081577	0.3411966162417342	1	4.260550783524639	2.9308614224279865	6.66949805372825
Gynaecology	0.068	0.6854316466066654	0.5732738663957213	0.778762839160539	0.4513670449278883	0.29935593040948577	0.5840446851797976	0.23406460167877713	0.14810244449069457	0.33783845648798205	1	4.330091769623367	2.959994580008875	6.75208302029089
Gynaecology	0.069	0.6892004425511761	0.578973227888017	0.781065436524172	0.4593182471753101	0.309510192287609	0.5900730230757426	0.22988219537586596	0.14574736559487014	0.330918006882281	1	4.409182511481587	3.021896600381629	6.861187480723306
Gynaecology	0.07	0.693068804273441	0.5846606649907052	0.7836682571402159	0.46704227221566297	0.3193743323977861	0.5959291227460892	0.22602653205777806	0.1436975346472976	0.3258192675938501	1	4.482373824853707	3.0691862007526267	6.959061632993637
Gynaecology	0.07100000000000001	0.6970386615243157	0.590030435679198	0.7862647129514542	0.4745487190858648	0.32896060940626803	0.6016202618623414	0.22248994243845086	0.14077860723776167	0.3207110580973684	1	4.550222429731866	3.1180714689153337	7.1033519989620455
Gynaecology	0.07200000000000001	0.7005019364087512	0.5948932602824596	0.789339645969495	0.48184665354300565	0.3382806009422922	0.6071533137809201	0.2186552828657456	0.1381551293068601	0.31625324559658974	1	4.639528280817572	3.162022885410716	7.238240121935114
Gynaecology	0.073	0.7043069122880335	0.6003727236941883	0.790868276656885	0.4889446445903616	0.34734525024445234	0.6125347752359759	0.21536226769767194	0.13579763157437563	0.31094982066137516	1	4.701961932490068	3.2159529729632457	7.36389868104471
Gynaecology	0.074	0.7076058987364489	0.6051839165390044	0.7936199359332792	0.49585079804184323	0.35616490902493275	0.617770791786841	0.21175510069460562	0.13360200997828953	0.30693688596188673	1	4.783403865760955	3.257998783663882	7.4849173314285
Gynaecology	0.075	0.7113676976167884	0.609673049493346	0.7959018449387636	0.5025727874012853	0.3647493769046003	0.6228671812296831	0.20879491021550314	0.13142827902020798	0.3013630744406337	1	4.852618782097146	3.318256564313939	7.608712580901652
Lower GI	1e-9	-20729746.938479826	-27100296.274422005	-15247935.386076622	-65398442.45326559	-75962721.97624823	-55481805.58818374	-20729746.938479826	-27100296.274422005	-15247935.386076622	0	-4.8571683107342316e-8	-6.558264936977175e-8	-3.68999655910181e-8
Lower GI	0.001	-19.79665952206429	-26.111279606666773	-14.267105278697695	-64.39844345326559	-74.96272297624824	-54.481806588183744	-19.79665952206429	-26.111279606666773	-14.267105278697695	0	-0.05086100243319474	-0.07009130311183151	-0.03829762520518224
Lower GI	0.002	-9.426752939848544	-12.597141593901373	-6.664113854008273	-31.699221726632796	-36.981361488124115	-26.740903294091872	-9.426752939848544	-12.597141593901373	-6.664113854008273	0	-0.10686462735541005	-0.15005746028971256	-0.07938308802489258
Lower GI	0.003	-5.970065387289943	-8.0778461933507	-4.120034290889674	-20.79948115108853	-24.320907658749416	-17.49393552939458	-5.970065387289943	-8.0778461933507	-4.120034290889674	0	-0.16887986618119802	-0.24271642646796	-0.12379537516979876
Lower GI	0.004	-4.240921457845139	-5.820306243121988	-2.859903962796712	-15.349610863316398	-17.99068074406206	-12.870451647045934	-4.240921457845139	-5.820306243121988	-2.859903962796712	0	-0.23772609783758036	-0.34966209124631403	-0.17181226526737928
Lower GI	0.005	-3.2033956431100976	-4.4507699815070865	-2.107155484606376	-12.079688690653118	-14.192544595249649	-10.096361317636747	-3.2033956431100976	-4.4507699815070865	-2.107155484606376	0	-0.3148385182873811	-0.474573427238411	-0.22468022480781838
Lower GI	0.006	-2.51010958819804	-3.572172952230603	-1.5962463895367474	-9.899740575544264	-11.660453829374708	-8.246967764697288	-2.51010958819804	-3.572172952230603	-1.5962463895367474	0	-0.40202623213509	-0.6264697024593944	-0.2799416527142608
Lower GI	0.007	-2.0171969897769655	-2.918612905831153	-1.230775712174386	-8.342634779037942	-9.851817568035464	-6.925972369740535	-2.0171969897769655	-2.918612905831153	-1.230775712174386	0	-0.5012857765268968	-0.8124957214358728	-0.34262851302716896
Lower GI	0.008	-1.6444949741532189	-2.425378444744216	-0.953802615219004	-7.174805431658199	-8.49534037203103	-5.935225823522968	-1.6444949741532189	-2.425378444744216	-0.953802615219004	0	-0.6132307097826585	-1.048434952948157	-0.412306789575086
Lower GI	0.009000000000000001	-1.3589049601179455	-2.0645993159141875	-0.7488536470559273	-6.266493717029509	-7.44030255291647	-5.16464517646486	-1.3589049601179455	-2.0645993159141875	-0.7488536470559273	0	-0.7453961916356733	-1.3353744138608905	-0.4843554839328188
Lower GI	0.01	-1.1299712089801008	-1.7689105042843134	-0.574858266685968	-5.539844345326559	-6.596272297624823	-4.548180658818374	-1.1299712089801008	-1.7689105042843134	-0.574858266685968	0	-0.8959657680820688	-1.73955922493225	-0.565319725967353
Lower GI	0.011	-0.9404328566763559	-1.5151891745572732	-0.43913778211546306	-4.945313041205963	-5.90570208874984	-4.043800598925794	-0.9404328566763559	-1.5151891745572732	-0.43913778211546306	2e-5	-1.0773735508434132	-2.2771147603289807	-0.6599800900548314
Lower GI	0.012	-0.7843343181282065	-1.316526941361596	-0.3230575196591171	-4.449870287772132	-5.330226914687353	-3.623483882348645	-0.7843343181282065	-1.316526941361596	-0.3230575196591171	8e-5	-1.2936197191840657	-3.0926530860692614	-0.7593100935865366
Lower GI	0.013000000000000001	-0.6479542404778516	-1.1310060188857787	-0.2267724364483333	-4.030649496405045	-4.8432863827883255	-3.267831276014134	-0.6479542404778516	-1.1310060188857787	-0.2267724364483333	6.6e-4	-1.569328826275096	-4.372897086555031	-0.8810830325161412
Lower GI	0.014	-0.5351448457234181	-0.9887506778282606	-0.1390152620636294	-3.671317389518971	-4.425908784017731	-2.9629861848702674	-0.5351448457234181	-0.9887506778282606	-0.1390152620636294	0.003	-1.8958875946899751	-6.853805348347395	-0.9986059973960703
Lower GI	0.015	-0.43693970284068145	-0.8567064114804288	-0.07219874478217889	-3.3598962302177062	-4.064181531749883	-2.698787105878916	-0.43693970284068145	-0.8567064114804288	-0.07219874478217889	0.0084	-2.31658240851318	-10.804551280166447	-1.114187442343966
Lower GI	0.016	-0.350999645186807	-0.746086331760734	-0.00988000805484237	-3.0874027158290995	-3.747670186015515	-2.467612911761484	-0.350999645186807	-0.746086331760734	-0.00988000805484237	0.02152	-2.833309840048365	-18.513088168026922	-1.1128521980908557
Lower GI	0.017	-0.27509677395345483	-0.6496370922506628	0.0477874266481319	-2.846967261956799	-3.4683954691910723	-2.2636356816578664	-0.27509677395345483	-0.6496370922506628	0.0477874266481319	0.05162	-3.448161623597155	-33.2638485245106	22.652229318827132
Lower GI	0.018000000000000002	-0.2064460510565322	-0.5572487002748939	0.10109049718242158	-2.6332468585147546	-3.220151276458236	-2.08232258823243	-0.2064460510565322	-0.5572487002748939	0.10109049718242158	0.1043	-4.101420203217808	-52.15869146196637	42.76547785015042
Lower GI	0.019	-0.14647558668403646	-0.4811628318874087	0.1426783051062453	-2.4420233396455577	-2.998038051381487	-1.9200950835886181	-0.14647558668403646	-0.4811628318874087	0.1426783051062453	0.18162	-4.661372874501174	-74.30758404961335	70.98624502549467
Lower GI	0.02	-0.09057611607439518	-0.405012137417209	0.184004534183531	-2.2699221726632794	-2.798136148812412	-1.774090329409187	-0.09057611607439518	-0.405012137417209	0.184004534183531	0.28382	-4.8778726666482	-96.8871304615673	95.28798745192653
Lower GI	0.021	-0.042225839054494826	-0.343610841796693	0.22205953408833395	-2.114211593012647	-2.617272522678488	-1.641990789913511	-0.042225839054494826	-0.343610841796693	0.22205953408833395	0.40062	-4.302789718405888	-111.47989100103193	108.8474839075022
Lower GI	0.022	0.0029676809313338285	-0.28747731498312623	0.2547529211214979	-1.9726565206029814	-2.4528510443749205	-1.5219002994628974	0.0029676809313338285	-0.28747731498312623	0.2547529211214979	0.52766	4.0069480634459556	-113.8859004148596	120.49091013115849
Lower GI	0.023	0.04432757035616201	-0.22896727102489858	0.2841992229082281	-1.843410584924591	-2.302727085923837	-1.412252460355815	0.04432757035616201	-0.22896727102489858	0.2841992229082281	0.64704	5.4944894122927685	-111.46867510526383	109.17714626127946
Lower GI	0.024	0.08173815102879604	-0.18152601089551312	0.31176286813801074	-1.724935143886066	-2.165113457343677	-1.3117419411743225	0.08173815102879604	-0.18152601089551312	0.31176286813801074	0.7497	5.89062533931382	-91.59284042314758	94.91508419462293
Lower GI	0.025	0.11659927786840445	-0.1379985386525928	0.3380265623035449	-1.6159377381306237	-2.03850891904993	-1.2192722635273494	0.11659927786840445	-0.1379985386525928	0.3380265623035449	0.83572	5.816945878930309	-70.59306423392115	76.66822734746698
Lower GI	0.026000000000000002	0.14807851789657364	-0.09468632536269876	0.3589701921610223	-1.5153247482025227	-1.9216431913941632	-1.133915638007067	0.14807851789657364	-0.09468632536269876	0.3589701921610223	0.89366	5.426362615417177	-51.26816511048706	61.65778032407625
Lower GI	0.027	0.17821927406409385	-0.05638318319059053	0.3821953413233699	-1.4221645723431702	-1.8134341843054909	-1.0548817254882867	0.17821927406409385	-0.05638318319059053	0.3821953413233699	0.93704	4.968674774607491	-31.264341809875297	45.76742804070735
Lower GI	0.028	0.20543960416526785	-0.022150846877641784	0.4015943943950354	-1.3356586947594855	-1.712954392008866	-0.9814930924351336	0.20543960416526785	-0.022150846877641784	0.4015943943950354	0.96244	4.5261673754713065	-17.293988268313967	30.535181951381382
Lower GI	0.029	0.23109192234414128	0.01273154587303643	0.42074305329597583	-1.2551187397677788	-1.619404240560284	-0.9131657444201287	0.23109192234414128	0.01273154587303643	0.42074305329597583	0.98086	4.155647086276883	2.137983842063389	22.713770970700654
Lower GI	0.03	0.25414452450125313	0.04409280003366859	0.4361057385593891	-1.1799481151088531	-1.5320907658749416	-0.8493935529394582	0.25414452450125313	0.04409280003366859	0.4361057385593891	0.99026	3.822961347523174	2.210544126835623	16.4875638582934
Lower GI	0.031	0.2767925293564743	0.07238199392298235	0.4539281875005056	-1.1096272081698577	-1.450410418588653	-0.7897356963930238	0.2767925293564743	0.07238199392298235	0.4539281875005056	0.9948	3.533413807983946	2.163738629304097	12.253841051139743
Lower GI	0.032	0.29813204264030807	0.09915244066823475	0.471840750566333	-1.0437013579145498	-1.3738350930077576	-0.7338064558807418	0.29813204264030807	0.09915244066823475	0.471840750566333	0.99734	3.2996682339834855	2.102594808954063	9.560302118524634
Lower GI	0.033	0.31739833486142427	0.12313068423916551	0.4856078531561658	-0.9817710137353208	-1.3019006962499469	-0.681266866308598	0.31739833486142427	0.12313068423916551	0.4856078531561658	0.99868	3.100323928176656	2.05321299909539	7.971467424182058
Lower GI	0.034	0.3361753848624944	0.1509195268841236	0.49761287924116526	-0.9234836309783997	-1.2341977345955364	-0.6318178408289336	0.3361753848624944	0.1509195268841236	0.49761287924116526	0.99956	2.936633681991186	2.0075395341832696	6.597085475132772
Lower GI	0.035	0.3530906550141806	0.17355188307169794	0.5093314289436618	-0.8685269558075882	-1.170363513607093	-0.5851944739481066	0.3530906550141806	0.17355188307169794	0.5093314289436618	0.9998	2.7973279833450198	1.9621600748155525	5.742852458140417
Lower GI	0.036000000000000004	0.3698177291472393	0.19402913859028115	0.5229554898230769	-0.8166234292573774	-1.1100756382291177	-0.5411612941162147	0.3698177291472393	0.19402913859028115	0.5229554898230769	0.9999	2.6746503622325677	1.9118840444774263	5.14618731952864
Lower GI	0.037	0.3856344684372714	0.2154035737198658	0.5335957219730546	-0.7675254987369079	-1.0530465669256281	-0.49950828616712806	0.3856344684372714	0.2154035737198658	0.5335957219730546	0.99996	2.5673714044466784	1.8739260847666093	4.639605918958987
Lower GI	0.038	0.4001053388445076	0.23257945862272342	0.5457373389227919	-0.7210116698227786	-0.9990190256907432	-0.4600475417943088	0.4001053388445076	0.23257945862272342	0.5457373389227919	1	2.477927161055246	1.832383325680882	4.299605855247925
Lower GI	0.039	0.4143626244584214	0.25198200162437095	0.5554128017758218	-0.6768831654683484	-0.9477621275961087	-0.4226104253380445	0.4143626244584214	0.25198200162437095	0.5554128017758218	0.99998	2.391747956581481	1.8004238999321944	3.968425597472382
Lower GI	0.04	0.4277375876307621	0.2703519172228834	0.5651526317213407	-0.6349610863316398	-0.8990680744062062	-0.38704516470459344	0.4277375876307621	0.2703519172228834	0.5651526317213407	1	2.3186206997031094	1.76943350145173	3.6988825914475196
Lower GI	0.041	0.4399750963175057	0.2866015374827404	0.5746667394865569	-0.5950839866650142	-0.8527493408841033	-0.35321479483374946	0.4399750963175057	0.2866015374827404	0.5746667394865569	1	2.2542627277924048	1.740138990633928	3.4891648157039197
Lower GI	0.042	0.45260524933264423	0.30155847449557854	0.5830702414750596	-0.5571057965063234	-0.8086362613392437	-0.32099539495675555	0.45260524933264423	0.30155847449557854	0.5830702414750596	1	2.1932349569571477	1.7150592310814532	3.3161064433133434
Lower GI	0.043000000000000003	0.46404371749862405	0.3172739867536746	0.5909822335126388	-0.5208940337968742	-0.7665749529360056	-0.29027457181822636	0.46404371749862405	0.3172739867536746	0.5909822335126388	1	2.1405414972018333	1.6920982447443014	3.151849953334053
Lower GI	0.044	0.47442210633688375	0.3288331694044351	0.5995586807084462	-0.4863282603014907	-0.72642552218746	-0.2609501497314486	0.47442210633688375	0.3288331694044351	0.5995586807084462	1	2.0945474397792	1.667893456033306	3.0410557576910655
Lower GI	0.045	0.4853855277802253	0.34511789243110674	0.6078935617408514	-0.453298743405902	-0.6880605105832941	-0.23292903529297185	0.4853855277802253	0.34511789243110674	0.6078935617408514	1	2.045867285004652	1.645024824972333	2.897560583658319
Lower GI	0.046	0.4953043692412383	0.35714052750330577	0.6151406289364598	-0.4217052924622955	-0.6513635429619185	-0.20612623017790743	0.4953041280987252	0.35714052750330577	0.6151406289364598	1	2.00452233850278	1.625644532418721	2.8000182676531997
Lower GI	0.047	0.5050207990544173	0.37105843584325565	0.6219043233754817	-0.3914562436865019	-0.6162281484308136	-0.1804639699613562	0.5050199543241333	0.37105843584325565	0.6218928595666223	1	1.968434418092606	1.607994021196722	2.694993305567828
Lower GI	0.048	0.5140749954256805	0.3809433015746337	0.6282784903030072	-0.3624675719430331	-0.5825567286718383	-0.15587097058716115	0.5140719702241235	0.3809433015746337	0.6282767008221057	1	1.9326693805606272	1.591655394337432	2.6250625660600155
Lower GI	0.049	0.5232314630337037	0.3939334104283564	0.6363785241023466	-0.3346621112911345	-0.5502596525764949	-0.1322817671057905	0.5232236141421607	0.3939334104283564	0.6362917184777688	1	1.9010281524227826	1.5716061847210652	2.538500095519368
Lower GI	0.05	0.5309171506530864	0.40346975514478756	0.6409077481644173	-0.3079688690653116	-0.5192544595249646	-0.10963613176367465	0.5308964839069293	0.40346975514478756	0.6407257937757848	1	1.8735313606327413	1.5607300497632912	2.478500525153968
Lower GI	0.051000000000000004	0.5392646149581204	0.41588210046345653	0.6470357734412552	-0.28232242065226637	-0.48946515639702415	-0.08787856055262222	0.53922119601902	0.41588210046345653	0.6466452513941383	1	1.8465382141362445	1.5464429653007303	2.404527626671122
Lower GI	0.052000000000000005	0.547334118732005	0.4259948884040633	0.6530379868692685	-0.2576623741012613	-0.4608215956970816	-0.0669578190035334	0.5472458972731067	0.4259948884040633	0.6523918144933011	1	1.8182237774384067	1.532821194358023	2.347446008427225
Lower GI	0.053	0.5548625409963666	0.43555250289189046	0.6592088483004349	-0.23393289534463388	-0.43325892408015565	-0.046826539399693244	0.5546828537818652	0.43555250289189046	0.6578638055134782	1	1.7925583659766664	1.5200714671707976	2.2959344606766425
Lower GI	0.054	0.5622786252653619	0.44570185467613604	0.6655391693567433	-0.21108228617158506	-0.4067170921527453	-0.027440862744143327	0.5619299111356554	0.44570185467613604	0.6639664639102753	1	1.7718948807456107	1.5061001637219658	2.243652319423739
Lower GI	0.055	0.5691629672673529	0.45472374591985437	0.6692748975171612	-0.18906260824119245	-0.3811404177499678	-0.008760119785158765	0.5685390976738129	0.45472374591985437	0.6665030747516607	1	1.751031094360854	1.5003681721576883	2.199137408231385
Lower GI	0.056	0.5759031368589672	0.4617512619773278	0.6755121595392002	-0.16782934737974273	-0.3564771960044329	0.009253453782433169	0.574838100994153	0.4617351517690349	0.6709837929842852	1	1.7312251440973419	1.4903489629060047	2.165743708724193
Lower GI	0.057	0.5822014657583732	0.47047667760869555	0.6795121626553556	-0.14734111321518567	-0.3326793504604953	0.026634972137127483	0.5804493737609481	0.4704565286136711	0.673667836970747	1	1.7141985709339767	1.4844110778640633	2.1255949045422073
Lower GI	0.058	0.5885621972823892	0.4800615421290505	0.6835844995238343	-0.12755936988388938	-0.30970212028014205	0.043417127789935686	0.5857700091288427	0.4800317943977205	0.6762199532541573	1	1.6989864831957615	1.4788087739667446	2.0831953460074533
Lower GI	0.059000000000000004	0.5944369386865137	0.4868500903945621	0.6883933776840341	-0.10844819412314545	-0.28750377925844456	0.059630396810445185	0.5901657380574118	0.4864085557668454	0.6768632548856518	1	1.6866202866282136	1.4774032905207386	2.055884890979806
Lower GI	0.06	0.600691403190381	0.4958982885951058	0.6919018236707624	-0.08997405755442649	-0.2660453829374707	0.0753032235302711	0.5943441415897556	0.4948492898796113	0.6788402701092202	1	1.6738810905336627	1.4731005864604207	2.0208172881394613
Lower GI	0.061	0.6060384492444921	0.5020776178757114	0.6968665388263754	-0.07210563038140316	-0.24529054059423352	0.0904621870789551	0.5968910965816587	0.5001471344214383	0.679930078140408	1	1.668859347360351	1.4707394659389845	1.9994116356673275
Lower GI	0.062	0.6113498047664643	0.5089255127090473	0.7006365834422115	-0.054813604084928885	-0.2252052092943265	0.10513215180348809	0.5985919469750298	0.5042417538226339	0.6806325414099671	1	1.6647850655891652	1.469221553715972	1.9831757137432309
Lower GI	0.063	0.6168528604486384	0.5158300681765557	0.7039700196920661	-0.038070531004215764	-0.20575750755949604	0.11933640336216286	0.5995627980060381	0.5072263333917783	0.6800348918365421	1	1.6616303356514048	1.4705127810750094	1.9715064739184538
Lower GI	0.064	0.6220308773716292	0.5240339836671648	0.7076938222134095	-0.021850678957274747	-0.18691754650387873	0.13309677205962916	0.5992514970674495	0.5076566880902111	0.6792914123262908	1	1.6636363259820661	1.4721222466055164	1.9698351733746442
Lower GI	0.065	0.6269413474027106	0.5289552264938788	0.7119679808987288	-0.006129899281009124	-0.16865727655766527	0.14643374479717325	0.5977017803301555	0.504590059362293	0.6785743717655733	1	1.666980974045127	1.4736778186910433	1.9818067785110607
Lower GI	0.066	0.6320866127957709	0.5365599029815964	0.7156305329065237	0.009114493132339592	-0.15095034812497335	0.15936656684570097	0.5954288331006609	0.5022523188654526	0.6777895221527329	1	1.6740842825058229	1.4753842709574645	1.9910311261116318
Lower GI	0.067	0.6363544420764391	0.5409892471781488	0.7180487837990995	0.023903829055737413	-0.13377198472012303	0.1719133345047203	0.591398749466706	0.4946891804973641	0.6751645357004418	1	1.684060297924487	1.4811204486106935	2.0214713389042065
Lower GI	0.068	0.64122622152018	0.5471813151683731	0.7229077301292555	0.03825818451080029	-0.11709886729776818	0.18409107958553342	0.5871870883355971	0.48946687431079255	0.6732058126372928	1	1.6964820477689444	1.4854298362106582	2.043039177038726
Lower GI	0.069	0.6455703289835999	0.5537092860997068	0.7257340013694336	0.052196471691803	-0.10090902864127893	0.19591584654806168	0.581784921693568	0.4822063144347539	0.6703642730268984	1	1.7124195727625566	1.4917262751778695	2.0738011304889126
Lower GI	0.07	0.6499419488184134	0.559634651537844	0.7294836095023007	0.06573652209620602	-0.08518175680354607	0.20740276302594673	0.5758742560528726	0.4750528837939236	0.6667719284855298	1	1.731393825361636	1.4997631982977269	2.1050287961309873
